occurrenceID,basisOfRecord,continent,countryCode,country,locality,lat,lon,geodeticDatum,coordinateUncertaintyInMeters,verbatimScientificName,kingdom,phylum,class,order,family,scientificName,genus,specificEpithet,infraspecificEpithet,acceptedNameUsage,scientificNameAuthorship,matchType,iucnStatus,vernacularName,taxonRank,count,year,month,day,roadID,roadType,surveyType,roadLength,initialRoadLatitude,initialRoadLongitude,finalRoadLatitude,finalRoadLongitude,surveyPeriod,startYear,finalYear,firstMonthOfTheYear,lastMonthOfTheYear,surveyFrequency,associatedReferences,associatedReferenceID,URL,recordedBy,season,is_highway,predicted_count,future_risk_score,danger_index
1697adad-2f23-436e-aab7-c2a0e16a7972,HumanObservation,Europe,RO,Romania,Măcești,44.748333,21.611111,WGS84,30.0,Pelophylax ridibundus,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax ridibundus,Pelophylax,ridibundus,,"Pelophylax ridibundus (Pallas, 1771)","(Pallas, 1771)",EXACT,LC,Marsh Frog,species,1,2019,1,,DN 57,paved (2 lanes),Systematic,0.5,44.75154,21.608782,44.745815,21.612954,12.0,2019.0,2020.0,3.0,2.0,1/month,Covaciu-Marcov et al. 2022,58,https://doi.org/10.1553/ECO.MONT-14-1S4,"Covaciu-Marcov, S.-D. | Ferenți, S. | Cupșa, D. | Cicort-Lucaciu, A-Ș. | Pop, D.-R.",Winter,0,15.434668632227694,15.434668632227694,100.0
ac2ea70e-7ad9-4f9f-be4e-d3945e533339,HumanObservation,Europe,RO,Romania,Măcești,44.748333,21.611111,WGS84,30.0,Pelophylax ridibundus,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax ridibundus,Pelophylax,ridibundus,,"Pelophylax ridibundus (Pallas, 1771)","(Pallas, 1771)",EXACT,LC,Marsh Frog,species,1,2019,1,,DN 57,paved (2 lanes),Systematic,0.5,44.75154,21.608782,44.745815,21.612954,12.0,2019.0,2020.0,3.0,2.0,1/month,Covaciu-Marcov et al. 2022,58,https://doi.org/10.1553/ECO.MONT-14-1S4,"Covaciu-Marcov, S.-D. | Ferenți, S. | Cupșa, D. | Cicort-Lucaciu, A-Ș. | Pop, D.-R.",Winter,0,15.434668632227694,15.434668632227694,100.0
67ca3313-56fb-416f-86e7-239a9eda6f18,HumanObservation,Europe,RO,Romania,Șușca,44.779722,21.551389,WGS84,30.0,Pelophylax ridibundus,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax ridibundus,Pelophylax,ridibundus,,"Pelophylax ridibundus (Pallas, 1771)","(Pallas, 1771)",EXACT,LC,Marsh Frog,species,1,2019,1,,DN 57,paved (2 lanes),Systematic,0.5,44.778495,21.554036,44.78094,21.548247,12.0,2019.0,2020.0,3.0,2.0,1/month,Covaciu-Marcov et al. 2022,58,https://doi.org/10.1553/ECO.MONT-14-1S4,"Covaciu-Marcov, S.-D. | Ferenți, S. | Cupșa, D. | Cicort-Lucaciu, A-Ș. | Pop, D.-R.",Winter,0,15.434668632227694,15.434668632227694,100.0
e53862f7-5273-4a32-babc-9d0077940696,HumanObservation,Europe,RO,Romania,Șușca,44.779722,21.551389,WGS84,30.0,Rana dalmatina,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana dalmatina,Rana,dalmatina,,"Rana dalmatina Fitzinger, 1838","Fitzinger, 1838",EXACT,LC,Agile Frog,species,1,2019,1,,DN 57,paved (2 lanes),Systematic,0.5,44.778495,21.554036,44.78094,21.548247,12.0,2019.0,2020.0,3.0,2.0,1/month,Covaciu-Marcov et al. 2022,58,https://doi.org/10.1553/ECO.MONT-14-1S4,"Covaciu-Marcov, S.-D. | Ferenți, S. | Cupșa, D. | Cicort-Lucaciu, A-Ș. | Pop, D.-R.",Winter,0,15.434668632227694,15.434668632227694,100.0
080fef9a-fac3-4d61-abb8-ba2d61481cc1,HumanObservation,Europe,RO,Romania,Pojejena,44.7825,21.467222,WGS84,30.0,Rana dalmatina,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana dalmatina,Rana,dalmatina,,"Rana dalmatina Fitzinger, 1838","Fitzinger, 1838",EXACT,LC,Agile Frog,species,2,2019,1,,DN 57,paved (2 lanes),Systematic,0.5,44.7828,21.474173,44.78256,21.466946,12.0,2019.0,2020.0,3.0,2.0,1/month,Covaciu-Marcov et al. 2022,58,https://doi.org/10.1553/ECO.MONT-14-1S4,"Covaciu-Marcov, S.-D. | Ferenți, S. | Cupșa, D. | Cicort-Lucaciu, A-Ș. | Pop, D.-R.",Winter,0,15.434668632227694,15.434668632227694,100.0
15b5117d-b0ed-4f72-8db0-21476b0c614f,HumanObservation,Europe,RO,Romania,Șușca,44.779722,21.551389,WGS84,30.0,Rana dalmatina,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana dalmatina,Rana,dalmatina,,"Rana dalmatina Fitzinger, 1838","Fitzinger, 1838",EXACT,LC,Agile Frog,species,3,2019,1,,DN 57,paved (2 lanes),Systematic,0.5,44.778495,21.554036,44.78094,21.548247,12.0,2019.0,2020.0,3.0,2.0,1/month,Covaciu-Marcov et al. 2022,58,https://doi.org/10.1553/ECO.MONT-14-1S4,"Covaciu-Marcov, S.-D. | Ferenți, S. | Cupșa, D. | Cicort-Lucaciu, A-Ș. | Pop, D.-R.",Winter,0,15.434668632227694,15.434668632227694,100.0
807822f3-38ce-49bb-9f29-415814142efd,HumanObservation,Europe,RO,Romania,Pojejena,44.7825,21.467222,WGS84,30.0,Bufo bufo,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo bufo,Bufo,bufo,,"Bufo bufo (Linnaeus, 1758)","(Linnaeus, 1758)",EXACT,LC,Common Toad,species,1,2019,1,,DN 57,paved (2 lanes),Systematic,0.5,44.7828,21.474173,44.78256,21.466946,12.0,2019.0,2020.0,3.0,2.0,1/month,Covaciu-Marcov et al. 2022,58,https://doi.org/10.1553/ECO.MONT-14-1S4,"Covaciu-Marcov, S.-D. | Ferenți, S. | Cupșa, D. | Cicort-Lucaciu, A-Ș. | Pop, D.-R.",Winter,0,15.434668632227694,15.434668632227694,100.0
cb9bb37b-26ca-4d3a-a52d-e596a6b7bfa5,HumanObservation,Europe,RO,Romania,Pojejena,44.7825,21.467222,WGS84,30.0,Bufo bufo,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo bufo,Bufo,bufo,,"Bufo bufo (Linnaeus, 1758)","(Linnaeus, 1758)",EXACT,LC,Common Toad,species,1,2020,1,,DN 57,paved (2 lanes),Systematic,0.5,44.7828,21.474173,44.78256,21.466946,12.0,2019.0,2020.0,3.0,2.0,1/month,Covaciu-Marcov et al. 2022,58,https://doi.org/10.1553/ECO.MONT-14-1S4,"Covaciu-Marcov, S.-D. | Ferenți, S. | Cupșa, D. | Cicort-Lucaciu, A-Ș. | Pop, D.-R.",Winter,0,15.434668632227694,15.434668632227694,100.0
4599d508-bf7a-4157-a91b-6fc17da96875,HumanObservation,Europe,RO,Romania,Pojejena,44.7825,21.467222,WGS84,30.0,Bufo bufo,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo bufo,Bufo,bufo,,"Bufo bufo (Linnaeus, 1758)","(Linnaeus, 1758)",EXACT,LC,Common Toad,species,1,2019,1,,DN 57,paved (2 lanes),Systematic,0.5,44.7828,21.474173,44.78256,21.466946,12.0,2019.0,2020.0,3.0,2.0,1/month,Covaciu-Marcov et al. 2022,58,https://doi.org/10.1553/ECO.MONT-14-1S4,"Covaciu-Marcov, S.-D. | Ferenți, S. | Cupșa, D. | Cicort-Lucaciu, A-Ș. | Pop, D.-R.",Winter,0,15.434668632227694,15.434668632227694,100.0
f5195569-f5a4-4530-859e-52869d51cf23,HumanObservation,Europe,RO,Romania,Măcești,44.748333,21.611111,WGS84,30.0,Bufo bufo,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo bufo,Bufo,bufo,,"Bufo bufo (Linnaeus, 1758)","(Linnaeus, 1758)",EXACT,LC,Common Toad,species,1,2019,1,,DN 57,paved (2 lanes),Systematic,0.5,44.75154,21.608782,44.745815,21.612954,12.0,2019.0,2020.0,3.0,2.0,1/month,Covaciu-Marcov et al. 2022,58,https://doi.org/10.1553/ECO.MONT-14-1S4,"Covaciu-Marcov, S.-D. | Ferenți, S. | Cupșa, D. | Cicort-Lucaciu, A-Ș. | Pop, D.-R.",Winter,0,15.434668632227694,15.434668632227694,100.0
1f8b70a8-58c0-428f-af82-fadf404775d4,HumanObservation,Europe,RO,Romania,Măcești,44.748333,21.611111,WGS84,30.0,Lissotriton vulgaris,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton vulgaris,Lissotriton,vulgaris,,"Lissotriton vulgaris (Linnaeus, 1758)","(Linnaeus, 1758)",EXACT,LC,Smooth Newt,species,1,2019,1,,DN 57,paved (2 lanes),Systematic,0.5,44.75154,21.608782,44.745815,21.612954,12.0,2019.0,2020.0,3.0,2.0,1/month,Covaciu-Marcov et al. 2022,58,https://doi.org/10.1553/ECO.MONT-14-1S4,"Covaciu-Marcov, S.-D. | Ferenți, S. | Cupșa, D. | Cicort-Lucaciu, A-Ș. | Pop, D.-R.",Winter,0,15.434668632227694,15.434668632227694,100.0
3f330eaa-977f-4bc6-b437-7e3cc6627b2c,HumanObservation,Europe,RO,Romania,Măcești,44.748333,21.611111,WGS84,30.0,Bufo bufo,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo bufo,Bufo,bufo,,"Bufo bufo (Linnaeus, 1758)","(Linnaeus, 1758)",EXACT,LC,Common Toad,species,1,2019,1,,DN 57,paved (2 lanes),Systematic,0.5,44.75154,21.608782,44.745815,21.612954,12.0,2019.0,2020.0,3.0,2.0,1/month,Covaciu-Marcov et al. 2022,58,https://doi.org/10.1553/ECO.MONT-14-1S4,"Covaciu-Marcov, S.-D. | Ferenți, S. | Cupșa, D. | Cicort-Lucaciu, A-Ș. | Pop, D.-R.",Winter,0,15.434668632227694,15.434668632227694,100.0
44b364f8-89c8-4a3e-a3e7-7df36ebc8544,HumanObservation,Europe,RO,Romania,Șușca,44.779722,21.551389,WGS84,30.0,Bufo bufo,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo bufo,Bufo,bufo,,"Bufo bufo (Linnaeus, 1758)","(Linnaeus, 1758)",EXACT,LC,Common Toad,species,1,2019,1,,DN 57,paved (2 lanes),Systematic,0.5,44.778495,21.554036,44.78094,21.548247,12.0,2019.0,2020.0,3.0,2.0,1/month,Covaciu-Marcov et al. 2022,58,https://doi.org/10.1553/ECO.MONT-14-1S4,"Covaciu-Marcov, S.-D. | Ferenți, S. | Cupșa, D. | Cicort-Lucaciu, A-Ș. | Pop, D.-R.",Winter,0,15.434668632227694,15.434668632227694,100.0
31c94705-ed0d-4b8e-9e45-cbe2a1c2fde3,HumanObservation,Europe,RO,Romania,Șușca,44.779722,21.551389,WGS84,30.0,Bufo bufo,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo bufo,Bufo,bufo,,"Bufo bufo (Linnaeus, 1758)","(Linnaeus, 1758)",EXACT,LC,Common Toad,species,1,2019,1,,DN 57,paved (2 lanes),Systematic,0.5,44.778495,21.554036,44.78094,21.548247,12.0,2019.0,2020.0,3.0,2.0,1/month,Covaciu-Marcov et al. 2022,58,https://doi.org/10.1553/ECO.MONT-14-1S4,"Covaciu-Marcov, S.-D. | Ferenți, S. | Cupșa, D. | Cicort-Lucaciu, A-Ș. | Pop, D.-R.",Winter,0,15.434668632227694,15.434668632227694,100.0
a6ab2ab6-93bd-4371-a20b-31b7c12b2e52,HumanObservation,Europe,RO,Romania,Șușca,44.779722,21.551389,WGS84,30.0,Pelophylax ridibundus,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax ridibundus,Pelophylax,ridibundus,,"Pelophylax ridibundus (Pallas, 1771)","(Pallas, 1771)",EXACT,LC,Marsh Frog,species,3,2019,1,,DN 57,paved (2 lanes),Systematic,0.5,44.778495,21.554036,44.48094,21.548247,12.0,2019.0,2020.0,3.0,2.0,1/month,Covaciu-Marcov et al. 2022,58,https://doi.org/10.1553/ECO.MONT-14-1S4,"Covaciu-Marcov, S.-D. | Ferenți, S. | Cupșa, D. | Cicort-Lucaciu, A-Ș. | Pop, D.-R.",Winter,0,15.434668632227694,15.434668632227694,100.0
9cd70dfa-975e-40b8-b29e-281ff9ea9e14,HumanObservation,Europe,RO,Romania,Pojejena,44.7825,21.467222,WGS84,30.0,Pelophylax ridibundus,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax ridibundus,Pelophylax,ridibundus,,"Pelophylax ridibundus (Pallas, 1771)","(Pallas, 1771)",EXACT,LC,Marsh Frog,species,1,2019,1,,DN 57,paved (2 lanes),Systematic,0.5,44.7828,21.474173,44.78256,21.466946,12.0,2019.0,2020.0,3.0,2.0,1/month,Covaciu-Marcov et al. 2022,58,https://doi.org/10.1553/ECO.MONT-14-1S4,"Covaciu-Marcov, S.-D. | Ferenți, S. | Cupșa, D. | Cicort-Lucaciu, A-Ș. | Pop, D.-R.",Winter,0,15.434668632227694,15.434668632227694,100.0
11ade4ad-b42b-4d07-8d3e-c3cff43dd32c,HumanObservation,Europe,RO,Romania,Măcești,44.748333,21.611111,WGS84,30.0,Bufo bufo,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo bufo,Bufo,bufo,,"Bufo bufo (Linnaeus, 1758)","(Linnaeus, 1758)",EXACT,LC,Common Toad,species,2,2019,1,,DN 57,paved (2 lanes),Systematic,0.5,44.75154,21.608782,44.745815,21.612954,12.0,2019.0,2020.0,3.0,2.0,1/month,Covaciu-Marcov et al. 2022,58,https://doi.org/10.1553/ECO.MONT-14-1S4,"Covaciu-Marcov, S.-D. | Ferenți, S. | Cupșa, D. | Cicort-Lucaciu, A-Ș. | Pop, D.-R.",Winter,0,15.434668632227694,15.434668632227694,100.0
8e5ba136-7838-417b-88c2-76668177912a,HumanObservation,Europe,PL,Poland,Tłumaczów,50.559002,16.433826,WGS84,30.0,Coronella austriaca,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coronella austriaca,Coronella,austriaca,,"Coronella austriaca Laurenti, 1768","Laurenti, 1768",EXACT,LC,Smooth Snake,species,1,2012,1,27.0,,paved (1 lane),Opportunistic,,,,,,,,,,,,Kaczmarski et al. 2015,91,https://rcin.org.pl/Content/125704/KR038_156749_r2015-t71-no1_ChPO-Kaczmarski-71-76.pdf,"Kolenda, K. | Kaczmarski, M.",Winter,0,15.386686671301835,15.386686671301835,100.0
fe84eae8-e47e-4bce-8d8d-3dfb30bc3410,HumanObservation,Europe,RO,Romania,Ulmu,44.891916,27.316349,WGS84,30.0,Bufotes viridis,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufotes viridis,Bufotes,viridis,,"Bufotes viridis (Laurenti, 1768)","(Laurenti, 1768)",EXACT,LC,Green Toad,species,1,2013,1,11.0,DC29,paved (2 lanes),Opportunistic,,,,,,,,,,,,,,,"Sahlean, T.C. | Gherghel, I. | Zaharia, R. | Gavril, V.D. | Melenciuc, R. | Stanciu, C.R. | Strugariu, A.",Winter,0,11.983223698139533,11.983223698139533,100.0
d7a7e97c-95d9-4fff-9523-129fbcda6e7a,HumanObservation,Europe,RO,Romania,Dudești,44.840632,27.423792,WGS84,30.0,Bufotes viridis,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufotes viridis,Bufotes,viridis,,"Bufotes viridis (Laurenti, 1768)","(Laurenti, 1768)",EXACT,LC,Green Toad,species,1,2018,1,20.0,DJ211,paved (2 lanes),Opportunistic,,,,,,,,,,,,,,,"Sahlean, T.C. | Gherghel, I. | Zaharia, R. | Gavril, V.D. | Melenciuc, R. | Stanciu, C.R. | Strugariu, A.",Winter,0,11.869425119794474,11.869425119794474,100.0
527854b9-4f07-410b-b28d-37b7295621c3,HumanObservation,Europe,RO,Romania,Pribeagu,44.862246,27.317945,WGS84,30.0,Pelobates balcanicus,Animalia,Chordata,Amphibia,Anura,Pelobatidae,Pelobates balcanicus,Pelobates,balcanicus,,"Pelobates balcanicus Karaman, 1928","Karaman, 1928",EXACT,LC,Balkan Spadefoot,species,1,2013,1,11.0,DC29,paved (2 lanes),Opportunistic,,,,,,,,,,,,,,,"Sahlean, T.C. | Gherghel, I. | Zaharia, R. | Gavril, V.D. | Melenciuc, R. | Stanciu, C.R. | Strugariu, A.",Winter,0,11.869425119794474,11.869425119794474,100.0
f5443576-73f1-433a-949f-afb2574ef5f8,HumanObservation,Europe,RO,Romania,Ulmu,44.886196,27.314356,WGS84,30.0,Bufotes viridis,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufotes viridis,Bufotes,viridis,,"Bufotes viridis (Laurenti, 1768)","(Laurenti, 1768)",EXACT,LC,Green Toad,species,1,2013,1,11.0,DC29,paved (2 lanes),Opportunistic,,,,,,,,,,,,,,,"Sahlean, T.C. | Gherghel, I. | Zaharia, R. | Gavril, V.D. | Melenciuc, R. | Stanciu, C.R. | Strugariu, A.",Winter,0,11.869425119794474,11.869425119794474,100.0
7398553b-e98f-4cce-a4ce-c98c11e735f8,HumanObservation,Europe,RO,Romania,Pribeagu,44.87899,27.311678,WGS84,30.0,Bufotes viridis,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufotes viridis,Bufotes,viridis,,"Bufotes viridis (Laurenti, 1768)","(Laurenti, 1768)",EXACT,LC,Green Toad,species,2,2013,1,11.0,DC29,paved (2 lanes),Opportunistic,,,,,,,,,,,,,,,"Sahlean, T.C. | Gherghel, I. | Zaharia, R. | Gavril, V.D. | Melenciuc, R. | Stanciu, C.R. | Strugariu, A.",Winter,0,11.869425119794474,11.869425119794474,100.0
73cb54b8-a4da-4e49-aace-b05e2e330b80,HumanObservation,Europe,CZ,Czechia,Nový Berštejn,50.55548028,14.54257222,WGS84,30.0,Bufo bufo,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo bufo,Bufo,bufo,,"Bufo bufo (Linnaeus, 1758)","(Linnaeus, 1758)",EXACT,LC,Common Toad,species,1,2016,1,2.0,I/9,paved (2 lanes),Systematic,,,,,,,2014.0,2017.0,9.0,11.0,,Bíl et al. 2018,25,https://doi.org/10.1016/j.jenvman.2017.09.081,"Andrášik, R. | Bartonička, T. | Bíl, M. | Cícha, V. | Duľa, M. | Keken, Z. | Kubeček, J. | Kušta, T. | Sedoník, J.",Winter,0,11.774916569791547,11.774916569791547,100.0
e15e5b9b-6a80-46bd-84e9-5d16607151a6,HumanObservation,Europe,PL,Poland,Wojcieszów,50.9552,15.917028,WGS84,30.0,Vipera berus,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera berus,Vipera,berus,,"Vipera berus (Linnaeus, 1758)","(Linnaeus, 1758)",EXACT,NT,Lotiev's Viper,species,1,2023,1,24.0,,paved (1 lane),Opportunistic,,,,,,,,,,,,,,,"Kolenda, K. | Kaczmarski, M.",Winter,0,10.473498775760682,10.473498775760682,100.0
68623e35-1ef8-4b6e-9444-371c2ab34b24,HumanObservation,Europe,CZ,Czechia,Nové Lesy,50.44063665,15.76511404,WGS84,30.0,Bufo bufo,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo bufo,Bufo,bufo,,"Bufo bufo (Linnaeus, 1758)","(Linnaeus, 1758)",EXACT,LC,Common Toad,species,1,2015,1,30.0,III/30012,paved (2 lanes),Opportunistic,,,,,,,2014.0,2016.0,,,,Bíl et al. 2017,27,https://doi.org/10.1016/j.biocon.2017.07.012,"Andrášik, R. | Bartonička, T. | Bíl, M. | Cícha, V. | Duľa, M. | Keken, Z. | Kubeček, J. | Kušta, T. | Sedoník, J.",Winter,0,10.291454255364872,10.291454255364872,100.0
